Transaction_ID,Date,Drug_Name,Batch_Number,Qty_Sold,MRP_Unit_Price,Total_Amount
TXN-18856,2025-03-06,dolo 650,DOL-2504-73,3,30.0,90.0
TXN-19158,2025-03-07,glycomet 500,GLY-2506-15,2,22.5,45.0
TXN-19157,2025-03-07,glycomet 500,GLY-2506-99,5,22.5,112.5
TXN-19156,2025-03-07,glycomet 500,GLY-2506-99,5,22.5,112.5
TXN-19160,2025-03-07,telma 40,TEL-2506-29,5,220.0,1100.0
TXN-19154,2025-03-07,glycomet 500,GLY-2507-29,2,22.5,45.0
TXN-19159,2025-03-07,dolo 650,DOL-2506-13,7,30.0,210.0
TXN-19155,2025-03-07,glycomet 500,GLY-2506-99,5,22.5,112.5
TXN-19161,2025-03-07,telma 40,TEL-2507-72,5,220.0,1100.0
TXN-19467,2025-03-08,azithral 500,AZI-2508-69,3,118.5,355.5
TXN-19468,2025-03-08,azithral 500,AZI-2508-69,2,118.5,237.0
TXN-19469,2025-03-08,telma 40,TEL-2507-72,3,220.0,660.0
TXN-19470,2025-03-08,pan 40,PAN-2507-34,5,155.0,775.0
TXN-19471,2025-03-08,azithral 500,AZI-2507-50,5,118.5,592.5
TXN-19472,2025-03-08,allegra 120,ALL-2507-16,2,198.0,396.0
TXN-19819,2025-03-09,glycomet 500,GLY-2508-26,1,22.5,22.5
TXN-19824,2025-03-09,telma 40,TEL-2508-32,2,220.0,440.0
TXN-19823,2025-03-09,dolo 650,DOL-2507-71,7,30.0,210.0
TXN-19822,2025-03-09,allegra 120,ALL-2507-75,1,198.0,198.0
TXN-19821,2025-03-09,dolo 650,DOL-2508-24,7,30.0,210.0
TXN-19820,2025-03-09,telma 40,TEL-2507-71,5,220.0,1100.0
TXN-19818,2025-03-09,pan 40,PAN-2508-24,3,155.0,465.0
TXN-19826,2025-03-09,dolo 650,DOL-2507-71,6,30.0,180.0
TXN-19825,2025-03-09,allegra 120,ALL-2508-55,1,198.0,198.0
TXN-20124,2025-03-10,dolo 650,DOL-2509-48,2,30.0,60.0
TXN-20125,2025-03-10,allegra 120,ALL-2510-98,4,198.0,792.0
TXN-20126,2025-03-10,allegra 120,ALL-2509-45,7,198.0,1386.0
TXN-20127,2025-03-10,pan 40,PAN-2509-19,5,155.0,775.0
TXN-20122,2025-03-10,azithral 500,AZI-2509-28,3,118.5,355.5
TXN-20123,2025-03-10,azithral 500,AZI-2510-50,3,118.5,355.5
TXN-20118,2025-03-10,pan 40,PAN-2509-52,1,155.0,155.0
TXN-20117,2025-03-10,pan 40,PAN-2509-52,5,155.0,775.0
TXN-20121,2025-03-10,azithral 500,AZI-2509-48,4,118.5,474.0
TXN-20120,2025-03-10,dolo 650,DOL-2509-48,4,30.0,120.0
TXN-20119,2025-03-10,dolo 650,DOL-2509-93,2,30.0,60.0
TXN-20114,2025-03-10,allegra 120,ALL-2510-98,6,198.0,1188.0
TXN-20116,2025-03-10,allegra 120,ALL-2509-45,8,198.0,1584.0
TXN-20115,2025-03-10,telma 40,TEL-2510-39,2,220.0,440.0
TXN-20414,2025-03-11,telma 40,TEL-2510-13,1,220.0,220.0
TXN-20415,2025-03-11,telma 40,TEL-2509-65,1,220.0,220.0
TXN-20416,2025-03-11,pan 40,PAN-2510-46,3,155.0,465.0
TXN-20417,2025-03-11,azithral 500,AZI-2509-28,6,118.5,711.0
TXN-20418,2025-03-11,dolo 650,DOL-2509-93,4,30.0,120.0
TXN-20412,2025-03-11,azithral 500,AZI-2510-29,5,118.5,592.5
TXN-20419,2025-03-11,allegra 120,ALL-2510-69,7,198.0,1386.0
TXN-20420,2025-03-11,pan 40,PAN-2510-98,2,155.0,310.0
TXN-20421,2025-03-11,dolo 650,DOL-2510-36,2,30.0,60.0
TXN-20422,2025-03-11,pan 40,PAN-2510-98,2,155.0,310.0
TXN-20423,2025-03-11,dolo 650,DOL-2509-93,4,30.0,120.0
TXN-20413,2025-03-11,allegra 120,ALL-2509-15,3,198.0,594.0
TXN-17354,2025-04-01,dolo 650,DOL-2411-41,8,30.0,240.0
TXN-17349,2025-04-01,allegra 120,ALL-2412-58,1,198.0,198.0
TXN-17347,2025-04-01,dolo 650,DOL-2412-27,6,30.0,180.0
TXN-17348,2025-04-01,glycomet 500,GLY-2301-13,3,22.5,67.5
TXN-17355,2025-04-01,telma 40,TEL-2411-43,1,220.0,220.0
TXN-17350,2025-04-01,glycomet 500,GLY-2412-62,1,22.5,22.5
TXN-17357,2025-04-01,azithral 500,AZI-2411-44,3,118.5,355.5
TXN-17344,2025-04-01,telma 40,TEL-2411-43,3,220.0,660.0
TXN-17356,2025-04-01,azithral 500,AZI-2412-61,10,118.5,1185.0
TXN-17351,2025-04-01,glycomet 500,GLY-2412-95,2,22.5,45.0
TXN-17352,2025-04-01,dolo 650,DOL-2301-95,6,30.0,180.0
TXN-17353,2025-04-01,dolo 650,DOL-2412-92,4,30.0,120.0
TXN-17346,2025-04-01,telma 40,TEL-2411-43,2,220.0,440.0
TXN-17345,2025-04-01,azithral 500,AZI-2411-44,7,118.5,829.5
TXN-17676,2025-04-02,allegra 120,ALL-2501-76,1,198.0,198.0
TXN-17677,2025-04-02,glycomet 500,GLY-2301-13,5,22.5,112.5
TXN-17675,2025-04-02,allegra 120,ALL-2501-76,5,198.0,990.0
TXN-17679,2025-04-02,pan 40,PAN-2501-79,2,155.0,310.0
TXN-17680,2025-04-02,allegra 120,ALL-2502-56,4,198.0,792.0
TXN-17681,2025-04-02,pan 40,PAN-2502-94,1,155.0,155.0
TXN-17682,2025-04-02,azithral 500,AZI-2501-99,6,118.5,711.0
TXN-17683,2025-04-02,azithral 500,AZI-2501-78,9,118.5,1066.5
TXN-17678,2025-04-02,azithral 500,AZI-2502-98,8,118.5,948.0
TXN-17672,2025-04-02,pan 40,PAN-2502-94,2,155.0,310.0
TXN-17673,2025-04-02,pan 40,PAN-2501-67,3,155.0,465.0
TXN-17674,2025-04-02,pan 40,PAN-2501-67,5,155.0,775.0
TXN-17684,2025-04-02,pan 40,PAN-2502-94,2,155.0,310.0
TXN-17971,2025-04-03,telma 40,TEL-2301-80,1,220.0,220.0
TXN-17966,2025-04-03,pan 40,PAN-2503-89,3,155.0,465.0
TXN-17967,2025-04-03,azithral 500,AZI-2502-98,3,118.5,355.5
TXN-17968,2025-04-03,dolo 650,DOL-2301-95,2,30.0,60.0
TXN-17973,2025-04-03,glycomet 500,GLY-2502-36,4,22.5,90.0
TXN-17972,2025-04-03,telma 40,TEL-2502-50,2,220.0,440.0
TXN-17970,2025-04-03,dolo 650,DOL-2301-95,2,30.0,60.0
TXN-17969,2025-04-03,dolo 650,DOL-2502-12,2,30.0,60.0
TXN-18260,2025-04-04,allegra 120,ALL-2503-56,4,198.0,792.0
TXN-18261,2025-04-04,telma 40,TEL-2503-10,4,220.0,880.0
TXN-18262,2025-04-04,azithral 500,AZI-2503-83,5,118.5,592.5
TXN-18263,2025-04-04,allegra 120,ALL-2503-35,6,198.0,1188.0
TXN-18268,2025-04-04,glycomet 500,GLY-2503-36,2,22.5,45.0
TXN-18269,2025-04-04,allegra 120,ALL-2503-25,5,198.0,990.0
TXN-18265,2025-04-04,pan 40,PAN-2503-67,1,155.0,155.0
TXN-18266,2025-04-04,telma 40,TEL-2503-22,3,220.0,660.0
TXN-18267,2025-04-04,pan 40,PAN-2503-67,5,155.0,775.0
TXN-18264,2025-04-04,glycomet 500,GLY-2503-29,2,22.5,45.0
TXN-18259,2025-04-04,pan 40,PAN-2301-58,4,155.0,620.0
TXN-18258,2025-04-04,pan 40,PAN-2301-58,3,155.0,465.0
TXN-18534,2025-04-05,allegra 120,ALL-2504-95,5,198.0,990.0
TXN-18541,2025-04-05,dolo 650,DOL-2504-18,5,30.0,150.0
TXN-18540,2025-04-05,pan 40,PAN-2301-58,4,155.0,620.0
TXN-18539,2025-04-05,pan 40,PAN-2505-53,1,155.0,155.0
TXN-18538,2025-04-05,azithral 500,AZI-2504-73,4,118.5,474.0
TXN-18537,2025-04-05,telma 40,TEL-2505-33,4,220.0,880.0
TXN-18536,2025-04-05,azithral 500,AZI-2504-73,3,118.5,355.5
TXN-18535,2025-04-05,telma 40,TEL-2505-33,4,220.0,880.0
TXN-18533,2025-04-05,allegra 120,ALL-2301-79,4,198.0,792.0
TXN-18869,2025-04-06,telma 40,TEL-2505-33,1,220.0,220.0
TXN-18870,2025-04-06,pan 40,PAN-2504-74,1,155.0,155.0
TXN-18871,2025-04-06,pan 40,PAN-2504-74,5,155.0,775.0
TXN-18868,2025-04-06,allegra 120,ALL-2505-21,3,198.0,594.0
TXN-18864,2025-04-06,glycomet 500,GLY-2504-98,4,22.5,90.0
TXN-18866,2025-04-06,allegra 120,ALL-2505-21,4,198.0,792.0
TXN-18865,2025-04-06,pan 40,PAN-2505-53,4,155.0,620.0
TXN-18867,2025-04-06,glycomet 500,GLY-2505-89,1,22.5,22.5
TXN-19171,2025-04-07,allegra 120,ALL-2506-18,2,198.0,396.0
TXN-19162,2025-04-07,pan 40,PAN-2506-81,3,155.0,465.0
TXN-19163,2025-04-07,allegra 120,ALL-2506-18,3,198.0,594.0
TXN-19164,2025-04-07,pan 40,PAN-2507-55,1,155.0,155.0
TXN-19166,2025-04-07,glycomet 500,GLY-2507-29,2,22.5,45.0
TXN-19167,2025-04-07,pan 40,PAN-2507-55,4,155.0,620.0
TXN-19168,2025-04-07,glycomet 500,GLY-2506-15,4,22.5,90.0
TXN-19176,2025-04-07,pan 40,PAN-2301-58,2,155.0,310.0
TXN-19175,2025-04-07,dolo 650,DOL-2506-13,4,30.0,120.0
TXN-19174,2025-04-07,glycomet 500,GLY-2506-15,1,22.5,22.5
TXN-19173,2025-04-07,allegra 120,ALL-2506-18,3,198.0,594.0
TXN-19172,2025-04-07,pan 40,PAN-2506-81,4,155.0,620.0
TXN-19169,2025-04-07,pan 40,PAN-2506-84,1,155.0,155.0
TXN-19170,2025-04-07,dolo 650,DOL-2507-48,7,30.0,210.0
TXN-19165,2025-04-07,dolo 650,DOL-2506-13,9,30.0,270.0
TXN-19473,2025-04-08,pan 40,PAN-2301-58,1,155.0,155.0
TXN-19474,2025-04-08,allegra 120,ALL-2507-16,2,198.0,396.0
TXN-19475,2025-04-08,pan 40,PAN-2507-34,3,155.0,465.0
TXN-19476,2025-04-08,telma 40,TEL-2507-71,4,220.0,880.0
TXN-19477,2025-04-08,telma 40,TEL-2508-98,2,220.0,440.0
TXN-19478,2025-04-08,dolo 650,DOL-2508-24,6,30.0,180.0
TXN-19479,2025-04-08,azithral 500,AZI-2507-50,2,118.5,237.0
TXN-19480,2025-04-08,azithral 500,AZI-2507-82,3,118.5,355.5
TXN-19481,2025-04-08,telma 40,TEL-2507-72,3,220.0,660.0
TXN-19482,2025-04-08,allegra 120,ALL-2507-16,4,198.0,792.0
TXN-19827,2025-04-09,telma 40,TEL-2508-98,1,220.0,220.0
TXN-19828,2025-04-09,azithral 500,AZI-2508-98,5,118.5,592.5
TXN-19830,2025-04-09,glycomet 500,GLY-2507-44,4,22.5,90.0
TXN-19832,2025-04-09,pan 40,PAN-2507-34,4,155.0,620.0
TXN-19833,2025-04-09,telma 40,TEL-2508-98,3,220.0,660.0
TXN-19829,2025-04-09,azithral 500,AZI-2508-98,4,118.5,474.0
TXN-19835,2025-04-09,telma 40,TEL-2507-71,5,220.0,1100.0
TXN-19834,2025-04-09,glycomet 500,GLY-2508-52,3,22.5,67.5
TXN-20128,2025-04-10,dolo 650,DOL-2509-48,2,30.0,60.0
TXN-20129,2025-04-10,allegra 120,ALL-2509-15,4,198.0,792.0
TXN-20130,2025-04-10,dolo 650,DOL-2509-93,3,30.0,90.0
TXN-20131,2025-04-10,dolo 650,DOL-2509-48,1,30.0,30.0
TXN-20132,2025-04-10,telma 40,TEL-2301-80,3,220.0,660.0
TXN-20424,2025-04-11,pan 40,PAN-2509-52,1,155.0,155.0
TXN-20425,2025-04-11,pan 40,PAN-2509-52,3,155.0,465.0
TXN-20426,2025-04-11,allegra 120,ALL-2510-69,5,198.0,990.0
TXN-20427,2025-04-11,glycomet 500,GLY-2510-69,5,22.5,112.5
TXN-20428,2025-04-11,azithral 500,AZI-2301-67,5,118.5,592.5
TXN-17368,2025-05-01,azithral 500,AZI-2411-44,7,118.5,829.5
TXN-17367,2025-05-01,glycomet 500,GLY-2411-16,4,22.5,90.0
TXN-17363,2025-05-01,allegra 120,ALL-2411-29,3,198.0,594.0
TXN-17365,2025-05-01,allegra 120,ALL-2411-29,2,198.0,396.0
TXN-17362,2025-05-01,azithral 500,AZI-2412-61,10,118.5,1185.0
TXN-17361,2025-05-01,glycomet 500,GLY-2412-62,2,22.5,45.0
TXN-17360,2025-05-01,allegra 120,ALL-2412-58,4,198.0,792.0
TXN-17359,2025-05-01,azithral 500,AZI-2412-61,4,118.5,474.0
TXN-17358,2025-05-01,dolo 650,DOL-2412-92,8,30.0,240.0
TXN-17369,2025-05-01,azithral 500,AZI-2411-44,4,118.5,474.0
TXN-17366,2025-05-01,pan 40,PAN-2301-58,3,155.0,465.0
TXN-17370,2025-05-01,allegra 120,ALL-2411-29,2,198.0,396.0
TXN-17364,2025-05-01,azithral 500,AZI-2411-44,8,118.5,948.0
TXN-17698,2025-05-02,telma 40,TEL-2501-55,3,220.0,660.0
TXN-17687,2025-05-02,telma 40,TEL-2502-50,2,220.0,440.0
TXN-17686,2025-05-02,glycomet 500,GLY-2501-13,2,22.5,45.0
TXN-17690,2025-05-02,allegra 120,ALL-2301-79,2,198.0,396.0
TXN-17691,2025-05-02,allegra 120,ALL-2501-69,4,198.0,792.0
TXN-17692,2025-05-02,glycomet 500,GLY-2501-55,2,22.5,45.0
TXN-17693,2025-05-02,allegra 120,ALL-2501-76,1,198.0,198.0
TXN-17694,2025-05-02,glycomet 500,GLY-2502-44,3,22.5,67.5
TXN-17697,2025-05-02,pan 40,PAN-2501-79,1,155.0,155.0
TXN-17688,2025-05-02,pan 40,PAN-2501-67,4,155.0,620.0
TXN-17689,2025-05-02,pan 40,PAN-2501-67,4,155.0,620.0
TXN-17685,2025-05-02,telma 40,TEL-2501-55,3,220.0,660.0
TXN-17695,2025-05-02,glycomet 500,GLY-2502-44,5,22.5,112.5
TXN-17696,2025-05-02,allegra 120,ALL-2501-69,2,198.0,396.0
TXN-17979,2025-05-03,azithral 500,AZI-2503-75,2,118.5,237.0
TXN-17980,2025-05-03,dolo 650,DOL-2502-51,2,30.0,60.0
TXN-17975,2025-05-03,pan 40,PAN-2502-92,5,155.0,775.0
TXN-17974,2025-05-03,glycomet 500,GLY-2502-36,5,22.5,112.5
TXN-17981,2025-05-03,azithral 500,AZI-2502-98,5,118.5,592.5
TXN-17982,2025-05-03,telma 40,TEL-2503-10,3,220.0,660.0
TXN-17983,2025-05-03,dolo 650,DOL-2301-95,5,30.0,150.0
TXN-17984,2025-05-03,pan 40,PAN-2503-89,3,155.0,465.0
TXN-17978,2025-05-03,pan 40,PAN-2502-94,1,155.0,155.0
TXN-17977,2025-05-03,dolo 650,DOL-2502-12,1,30.0,30.0
TXN-17976,2025-05-03,dolo 650,DOL-2502-12,4,30.0,120.0
TXN-18270,2025-05-04,telma 40,TEL-2503-22,2,220.0,440.0
TXN-18276,2025-05-04,azithral 500,AZI-2503-75,2,118.5,237.0
TXN-18275,2025-05-04,allegra 120,ALL-2503-35,9,198.0,1782.0
TXN-18274,2025-05-04,allegra 120,ALL-2503-35,8,198.0,1584.0
TXN-18273,2025-05-04,dolo 650,DOL-2503-33,4,30.0,120.0
TXN-18272,2025-05-04,dolo 650,DOL-2503-23,1,30.0,30.0
TXN-18271,2025-05-04,pan 40,PAN-2503-89,2,155.0,310.0
TXN-18551,2025-05-05,dolo 650,DOL-2504-18,3,30.0,90.0
TXN-18553,2025-05-05,allegra 120,ALL-2505-68,5,198.0,990.0
TXN-18542,2025-05-05,allegra 120,ALL-2505-68,5,198.0,990.0
TXN-18543,2025-05-05,azithral 500,AZI-2504-55,3,118.5,355.5
TXN-18544,2025-05-05,telma 40,TEL-2504-86,3,220.0,660.0
TXN-18545,2025-05-05,allegra 120,ALL-2505-68,2,198.0,396.0
TXN-18552,2025-05-05,glycomet 500,GLY-2505-70,5,22.5,112.5
TXN-18547,2025-05-05,dolo 650,DOL-2504-18,4,30.0,120.0
TXN-18548,2025-05-05,dolo 650,DOL-2301-95,5,30.0,150.0
TXN-18549,2025-05-05,dolo 650,DOL-2504-73,5,30.0,150.0
TXN-18550,2025-05-05,telma 40,TEL-2504-89,2,220.0,440.0
TXN-18546,2025-05-05,telma 40,TEL-2504-89,2,220.0,440.0
TXN-18876,2025-05-06,pan 40,PAN-2506-81,4,155.0,620.0
TXN-18872,2025-05-06,pan 40,PAN-2505-68,2,155.0,310.0
TXN-18874,2025-05-06,telma 40,TEL-2505-33,3,220.0,660.0
TXN-18875,2025-05-06,allegra 120,ALL-2505-68,2,198.0,396.0
TXN-18877,2025-05-06,dolo 650,DOL-2505-20,3,30.0,90.0
TXN-18873,2025-05-06,pan 40,PAN-2505-53,5,155.0,775.0
TXN-19178,2025-05-07,telma 40,TEL-2506-94,2,220.0,440.0
TXN-19179,2025-05-07,allegra 120,ALL-2301-79,5,198.0,990.0
TXN-19180,2025-05-07,dolo 650,DOL-2506-31,7,30.0,210.0
TXN-19181,2025-05-07,azithral 500,AZI-2506-82,1,118.5,118.5
TXN-19186,2025-05-07,pan 40,PAN-2506-84,3,155.0,465.0
TXN-19177,2025-05-07,azithral 500,AZI-2506-82,2,118.5,237.0
TXN-19185,2025-05-07,telma 40,TEL-2506-29,5,220.0,1100.0
TXN-19182,2025-05-07,dolo 650,DOL-2507-48,5,30.0,150.0
TXN-19183,2025-05-07,telma 40,TEL-2507-72,3,220.0,660.0
TXN-19184,2025-05-07,glycomet 500,GLY-2507-29,4,225.0,90.0
TXN-19488,2025-05-08,azithral 500,AZI-2301-67,1,118.5,118.5
TXN-19492,2025-05-08,pan 40,PAN-2507-55,2,155.0,310.0
TXN-19494,2025-05-08,allegra 120,ALL-2507-75,2,198.0,396.0
TXN-19484,2025-05-08,allegra 120,ALL-2507-16,1,198.0,198.0
TXN-19493,2025-05-08,telma 40,TEL-2507-72,2,220.0,440.0
TXN-19487,2025-05-08,glycomet 500,GLY-2507-29,5,225.0,112.5
TXN-19491,2025-05-08,allegra 120,ALL-2508-55,4,198.0,792.0
TXN-19490,2025-05-08,azithral 500,AZI-2508-69,2,118.5,237.0
TXN-19489,2025-05-08,dolo 650,DOL-2508-24,5,30.0,150.0
TXN-19486,2025-05-08,pan 40,PAN-2507-34,5,155.0,775.0
TXN-19495,2025-05-08,azithral 500,AZI-2507-82,4,118.5,474.0
TXN-19839,2025-05-09,dolo 650,DOL-2508-22,6,30.0,180.0
TXN-19837,2025-05-09,allegra 120,ALL-2508-55,2,198.0,396.0
TXN-19836,2025-05-09,dolo 650,DOL-2508-24,8,30.0,240.0
TXN-19838,2025-05-09,dolo 650,DOL-2507-71,7,30.0,210.0
TXN-19841,2025-05-09,glycomet 500,GLY-2301-13,5,22.5,112.5
TXN-19842,2025-05-09,dolo 650,DOL-2508-24,3,30.0,90.0
TXN-19840,2025-05-09,glycomet 500,GLY-2507-44,2,22.5,45.0
TXN-20136,2025-05-10,telma 40,TEL-2301-80,1,220.0,220.0
TXN-20137,2025-05-10,telma 40,TEL-2510-39,1,220.0,220.0
TXN-20138,2025-05-10,telma 40,TEL-2510-39,1,220.0,220.0
TXN-20139,2025-05-10,azithral 500,AZI-2509-28,3,118.5,355.5
TXN-20134,2025-05-10,telma 40,TEL-2510-39,2,220.0,440.0
TXN-20140,2025-05-10,pan 40,PAN-2509-19,3,155.0,465.0
TXN-20133,2025-05-10,glycomet 500,GLY-2510-53,3,22.5,67.5
TXN-20135,2025-05-10,telma 40,TEL-2509-65,1,220.0,220.0
TXN-20141,2025-05-10,azithral 500,AZI-2509-48,5,118.5,592.5
TXN-20431,2025-05-11,glycomet 500,GLY-2509-29,4,22.5,90.0
TXN-20434,2025-05-11,dolo 650,DOL-2510-36,2,30.0,60.0
TXN-20433,2025-05-11,dolo 650,DOL-2510-36,5,30.0,150.0
TXN-20432,2025-05-11,azithral 500,AZI-2509-28,6,118.5,711.0
TXN-20435,2025-05-11,pan 40,PAN-2509-52,5,155.0,775.0
TXN-20430,2025-05-11,allegra 120,ALL-2510-98,6,198.0,1188.0
TXN-20429,2025-05-11,telma 40,TEL-2510-13,1,220.0,220.0
TXN-20436,2025-05-11,pan 40,PAN-2510-98,5,155.0,775.0
TXN-17371,2025-06-01,pan 40,PAN-2412-31,1,155.0,155.0
TXN-17379,2025-06-01,dolo 650,DOL-2412-27,4,30.0,120.0
TXN-17380,2025-06-01,glycomet 500,GLY-2412-95,1,22.5,22.5
TXN-17381,2025-06-01,azithral 500,AZI-2412-61,6,118.5,711.0
TXN-17378,2025-06-01,pan 40,PAN-2412-55,5,155.0,775.0
TXN-17377,2025-06-01,glycomet 500,GLY-2412-62,1,22.5,22.5
TXN-17372,2025-06-01,pan 40,PAN-2412-55,4,155.0,620.0
TXN-17373,2025-06-01,azithral 500,AZI-2412-47,9,118.5,1066.5
TXN-17374,2025-06-01,azithral 500,AZI-2412-47,8,118.5,948.0
TXN-17375,2025-06-01,glycomet 500,GLY-2412-62,5,22.5,112.5
TXN-17376,2025-06-01,telma 40,TEL-2411-43,2,220.0,440.0
TXN-17382,2025-06-01,glycomet 500,GLY-2411-16,4,22.5,90.0
TXN-17383,2025-06-01,telma 40,TEL-2412-98,1,220.0,220.0
TXN-17384,2025-06-01,azithral 500,AZI-2412-47,4,118.5,474.0
TXN-17708,2025-06-02,azithral 500,AZI-2502-98,5,118.5,592.5
TXN-17702,2025-06-02,allegra 120,ALL-2301-79,4,198.0,792.0
TXN-17706,2025-06-02,pan 40,PAN-2501-67,5,155.0,775.0
TXN-17705,2025-06-02,pan 40,PAN-2502-94,3,155.0,465.0
TXN-17704,2025-06-02,telma 40,TEL-2501-13,3,220.0,660.0
TXN-17703,2025-06-02,telma 40,TEL-2501-55,3,220.0,660.0
TXN-17711,2025-06-02,glycomet 500,GLY-2501-55,5,22.5,112.5
TXN-17710,2025-06-02,telma 40,TEL-2502-50,5,220.0,1100.0
TXN-17709,2025-06-02,glycomet 500,GLY-2502-44,3,22.5,67.5
TXN-17707,2025-06-02,azithral 500,AZI-2501-78,6,118.5,711.0
TXN-17701,2025-06-02,pan 40,PAN-2502-94,3,155.0,465.0
TXN-17700,2025-06-02,pan 40,PAN-2501-67,3,155.0,465.0
TXN-17699,2025-06-02,allegra 120,ALL-2501-76,3,198.0,594.0
TXN-17988,2025-06-03,dolo 650,DOL-2502-51,1,30.0,30.0
TXN-17993,2025-06-03,azithral 500,AZI-2502-13,4,118.5,474.0
TXN-17990,2025-06-03,allegra 120,ALL-2502-56,8,198.0,1584.0
TXN-17989,2025-06-03,glycomet 500,GLY-2502-36,3,22.5,67.5
TXN-17986,2025-06-03,pan 40,PAN-2503-89,5,155.0,775.0
TXN-17987,2025-06-03,pan 40,PAN-2503-89,4,155.0,620.0
TXN-17995,2025-06-03,azithral 500,AZI-2503-75,2,118.5,237.0
TXN-17985,2025-06-03,allegra 120,ALL-2502-56,6,198.0,1188.0
TXN-17994,2025-06-03,glycomet 500,GLY-2301-13,5,22.5,112.5
TXN-17991,2025-06-03,glycomet 500,GLY-2502-44,5,22.5,112.5
TXN-17992,2025-06-03,telma 40,TEL-2502-77,4,220.0,880.0
TXN-17997,2025-06-03,glycomet 500,GLY-2502-36,2,22.5,45.0
TXN-17996,2025-06-03,pan 40,PAN-2503-89,1,155.0,155.0
TXN-18277,2025-06-04,glycomet 500,GLY-2503-52,3,22.5,67.5
TXN-18278,2025-06-04,glycomet 500,GLY-2503-52,4,22.5,90.0
TXN-18279,2025-06-04,dolo 650,DOL-2504-18,5,30.0,150.0
TXN-18281,2025-06-04,glycomet 500,GLY-2503-52,4,22.5,90.0
TXN-18282,2025-06-04,pan 40,PAN-2503-21,4,155.0,620.0
TXN-18283,2025-06-04,glycomet 500,GLY-2503-52,5,22.5,112.5
TXN-18284,2025-06-04,allegra 120,ALL-2301-79,6,198.0,1188.0
TXN-18285,2025-06-04,azithral 500,AZI-2504-55,2,118.5,237.0
TXN-18280,2025-06-04,glycomet 500,GLY-2503-52,3,-22.5,67.5
TXN-18555,2025-06-05,telma 40,TEL-2504-86,3,220.0,660.0
TXN-18562,2025-06-05,azithral 500,AZI-2504-73,4,118.5,474.0
TXN-18556,2025-06-05,allegra 120,ALL-2301-79,4,198.0,792.0
TXN-18563,2025-06-05,azithral 500,AZI-2504-73,2,118.5,237.0
TXN-18564,2025-06-05,allegra 120,ALL-2504-51,2,198.0,396.0
TXN-18565,2025-06-05,telma 40,TEL-2504-89,4,220.0,880.0
TXN-18566,2025-06-05,pan 40,PAN-2504-92,5,155.0,775.0
TXN-18567,2025-06-05,telma 40,TEL-2301-80,4,220.0,880.0
TXN-18568,2025-06-05,allegra 120,ALL-2301-79,1,198.0,198.0
TXN-18561,2025-06-05,azithral 500,AZI-2301-67,1,118.5,118.5
TXN-18554,2025-06-05,telma 40,TEL-2504-89,2,220.0,440.0
TXN-18560,2025-06-05,allegra 120,ALL-2504-51,5,198.0,990.0
TXN-18559,2025-06-05,pan 40,PAN-2505-53,1,155.0,155.0
TXN-18558,2025-06-05,allegra 120,ALL-2504-51,4,198.0,792.0
TXN-18557,2025-06-05,pan 40,PAN-2504-74,2,155.0,310.0
TXN-18880,2025-06-06,azithral 500,AZI-2301-67,4,118.5,474.0
TXN-18883,2025-06-06,azithral 500,AZI-2505-85,1,118.5,118.5
TXN-18879,2025-06-06,pan 40,PAN-2301-58,4,155.0,620.0
TXN-18878,2025-06-06,telma 40,TEL-2505-26,3,220.0,660.0
TXN-18881,2025-06-06,dolo 650,DOL-2505-20,6,30.0,180.0
TXN-18882,2025-06-06,pan 40,PAN-2505-53,3,155.0,465.0
TXN-18885,2025-06-06,azithral 500,AZI-2505-85,5,118.5,592.5
TXN-18884,2025-06-06,azithral 500,AZI-2506-82,3,118.5,355.5
TXN-19190,2025-06-07,pan 40,PAN-2506-84,4,155.0,620.0
TXN-19191,2025-06-07,dolo 650,DOL-2506-31,7,30.0,210.0
TXN-19189,2025-06-07,azithral 500,AZI-2507-82,1,118.5,118.5
TXN-19188,2025-06-07,dolo 650,DOL-2507-48,5,30.0,150.0
TXN-19187,2025-06-07,telma 40,TEL-2506-94,1,220.0,220.0
TXN-19503,2025-06-08,dolo 650,DOL-2507-71,8,30.0,240.0
TXN-19502,2025-06-08,glycomet 500,GLY-2507-29,3,22.5,67.5
TXN-19501,2025-06-08,pan 40,PAN-2507-55,4,155.0,620.0
TXN-19500,2025-06-08,pan 40,PAN-2508-35,2,155.0,310.0
TXN-19499,2025-06-08,pan 40,PAN-2508-35,1,155.0,155.0
TXN-19497,2025-06-08,glycomet 500,GLY-2507-44,2,22.5,45.0
TXN-19496,2025-06-08,allegra 120,ALL-2507-16,1,198.0,198.0
TXN-19498,2025-06-08,azithral 500,AZI-2507-82,4,118.5,474.0
TXN-19855,2025-06-09,allegra 120,ALL-2301-79,4,198.0,792.0
TXN-19853,2025-06-09,dolo 650,DOL-2301-95,6,30.0,180.0
TXN-19852,2025-06-09,glycomet 500,GLY-2301-13,5,22.5,112.5
TXN-19851,2025-06-09,telma 40,TEL-2508-98,4,220.0,880.0
TXN-19850,2025-06-09,dolo 650,DOL-2508-22,8,30.0,240.0
TXN-19849,2025-06-09,telma 40,TEL-2508-98,3,220.0,660.0
TXN-19854,2025-06-09,pan 40,PAN-2508-35,3,155.0,465.0
TXN-19847,2025-06-09,dolo 650,DOL-2508-24,5,30.0,150.0
TXN-19843,2025-06-09,azithral 500,AZI-2507-50,2,118.5,237.0
